"","date","VV_hectareID_3","VV_sd_hectareID_3","VV_hectareID_5","VV_sd_hectareID_5","VV_hectareID_7","VV_sd_hectareID_7","VV_hectareID_8","VV_sd_hectareID_8","VV_hectareID_9","VV_sd_hectareID_9","VV_hectareID_10","VV_sd_hectareID_10","VV_hectareID_11","VV_sd_hectareID_11","VV_hectareID_17","VV_sd_hectareID_17","VV_hectareID_21","VV_sd_hectareID_21","VV_hectareID_23","VV_sd_hectareID_23","VV_hectareID_24","VV_sd_hectareID_24","VV_hectareID_25","VV_sd_hectareID_25","VV_hectareID_26","VV_sd_hectareID_26","VV_hectareID_27","VV_sd_hectareID_27","VV_hectareID_28","VV_sd_hectareID_28","VV_hectareID_29","VV_sd_hectareID_29","VV_hectareID_30","VV_sd_hectareID_30","VV_hectareID_31","VV_sd_hectareID_31","VV_hectareID_32","VV_sd_hectareID_32","VV_hectareID_33","VV_sd_hectareID_33","VV_hectareID_34","VV_sd_hectareID_34","VV_hectareID_35","VV_sd_hectareID_35","VV_hectareID_37","VV_sd_hectareID_37","VV_hectareID_39","VV_sd_hectareID_39","VV_hectareID_41","VV_sd_hectareID_41","VV_hectareID_42","VV_sd_hectareID_42","VV_hectareID_43","VV_sd_hectareID_43","VV_hectareID_44","VV_sd_hectareID_44","VV_hectareID_46","VV_sd_hectareID_46","VV_hectareID_47","VV_sd_hectareID_47","VV_hectareID_48","VV_sd_hectareID_48","VV_hectareID_50","VV_sd_hectareID_50","VV_hectareID_51","VV_sd_hectareID_51","VV_hectareID_53","VV_sd_hectareID_53","VV_hectareID_55","VV_sd_hectareID_55","VV_hectareID_56","VV_sd_hectareID_56","VV_hectareID_58","VV_sd_hectareID_58","VV_hectareID_59","VV_sd_hectareID_59","VV_hectareID_60","VV_sd_hectareID_60","VV_hectareID_61","VV_sd_hectareID_61","VV_hectareID_63","VV_sd_hectareID_63","VV_hectareID_64","VV_sd_hectareID_64","VV_hectareID_65","VV_sd_hectareID_65","VV_hectareID_66","VV_sd_hectareID_66","VV_hectareID_67","VV_sd_hectareID_67","VV_hectareID_68","VV_sd_hectareID_68","VV_hectareID_69","VV_sd_hectareID_69","VV_hectareID_71","VV_sd_hectareID_71","VV_hectareID_72","VV_sd_hectareID_72","VV_hectareID_75","VV_sd_hectareID_75","VV_hectareID_76","VV_sd_hectareID_76","VV_hectareID_77","VV_sd_hectareID_77","VV_hectareID_78","VV_sd_hectareID_78","VV_hectareID_79","VV_sd_hectareID_79","VV_hectareID_80","VV_sd_hectareID_80","VV_hectareID_81","VV_sd_hectareID_81","VV_hectareID_82","VV_sd_hectareID_82","VV_hectareID_85","VV_sd_hectareID_85","VV_hectareID_86","VV_sd_hectareID_86","VV_hectareID_87","VV_sd_hectareID_87","VV_hectareID_88","VV_sd_hectareID_88","VV_hectareID_89","VV_sd_hectareID_89","VV_hectareID_91","VV_sd_hectareID_91","VV_hectareID_92","VV_sd_hectareID_92","VV_hectareID_94","VV_sd_hectareID_94","VV_hectareID_96","VV_sd_hectareID_96","VV_hectareID_97","VV_sd_hectareID_97","VV_hectareID_98","VV_sd_hectareID_98","VV_hectareID_99","VV_sd_hectareID_99","VV_hectareID_101","VV_sd_hectareID_101","VV_hectareID_103","VV_sd_hectareID_103","VV_hectareID_108","VV_sd_hectareID_108","VV_hectareID_109","VV_sd_hectareID_109","VV_hectareID_110","VV_sd_hectareID_110","VV_hectareID_111","VV_sd_hectareID_111","VV_hectareID_112","VV_sd_hectareID_112","VV_hectareID_114","VV_sd_hectareID_114","VV_hectareID_115","VV_sd_hectareID_115","VV_hectareID_117","VV_sd_hectareID_117","VV_hectareID_118","VV_sd_hectareID_118","VV_hectareID_119","VV_sd_hectareID_119","VV_hectareID_120","VV_sd_hectareID_120","VV_hectareID_123","VV_sd_hectareID_123","VV_hectareID_124","VV_sd_hectareID_124","VV_hectareID_125","VV_sd_hectareID_125","VV_hectareID_126","VV_sd_hectareID_126","VV_hectareID_127","VV_sd_hectareID_127","VV_hectareID_131","VV_sd_hectareID_131","VV_hectareID_132","VV_sd_hectareID_132","VV_hectareID_133","VV_sd_hectareID_133","VV_hectareID_135","VV_sd_hectareID_135","VV_hectareID_136","VV_sd_hectareID_136","VV_hectareID_137","VV_sd_hectareID_137","VV_hectareID_138","VV_sd_hectareID_138","VV_hectareID_139","VV_sd_hectareID_139","VV_hectareID_140","VV_sd_hectareID_140","VV_hectareID_142","VV_sd_hectareID_142","VV_hectareID_143","VV_sd_hectareID_143","VV_hectareID_144","VV_sd_hectareID_144","VV_hectareID_146","VV_sd_hectareID_146","VV_hectareID_147","VV_sd_hectareID_147","VV_hectareID_148","VV_sd_hectareID_148"
"1",2016-01-03,-19.726137,1.64872,-7.295313,1.784947,-6.887753,0.822275,-7.30767,2.529503,-6.364909,1.062678,-6.417173,1.089591,-6.266438,1.006238,-8.359989,1.373904,-6.872485,1.644042,-5.780814,1.670971,-6.581503,0.968231,-20.043561,1.459779,-6.514164,1.614522,-6.52735,1.911741,-7.332477,0.957018,-6.91168,1.45717,-6.890926,1.446743,-5.991311,1.768522,-6.537093,1.095853,-6.511634,1.169881,-6.978022,1.665616,-5.424971,1.075771,-6.753761,0.95004,-7.355588,0.802187,-5.840818,1.679457,-6.498884,0.807067,-6.326708,1.516755,-6.050373,0.677083,-6.957667,1.079956,-20.676161,1.035017,-6.173923,1.043648,-6.137268,1.036456,-7.801557,1.359082,-6.927242,1.963991,-5.764705,1.185075,-6.162286,3.001629,-7.991661,2.73846,-6.763887,1.237699,-6.348527,1.902624,-16.234637,5.752505,-6.475866,0.836987,-19.830742,1.76593,-6.886228,0.889335,-6.745106,1.057962,-7.338697,1.888562,-6.14588,1.132803,-6.63177,0.593125,-18.936935,4.867687,-7.177667,1.106282,-6.048173,1.507418,-7.087556,0.947702,-6.573905,1.4797,-18.718252,1.650276,-6.932503,1.637778,-6.924241,1.04253,-6.259309,1.396354,-5.338066,2.49255,-6.330579,1.11724,-6.855825,0.973875,-5.066557,1.563679,-6.823593,1.28101,-6.242037,1.318614,-6.732599,1.3708,-6.320161,1.306014,NA,NA,-6.73585,0.769348,-6.517087,1.460765,-19.192742,3.295049,-6.721839,1.742704,-6.94958,1.187145,-6.212981,6.145382,-6.201197,1.169744,-21.102686,1.585838,-6.602399,0.922741,-5.65157,1.615562,-6.226683,1.515,-6.760874,0.983885,-5.960081,1.343049,-7.074967,0.920991,-7.562558,1.279176,-6.651261,1.212624,-6.171703,0.997796,-6.397948,0.996442,-6.912309,1.405494,-6.489126,0.852562,-15.562204,5.431723,-8.220721,1.116461,-6.047455,1.137556,-5.506664,0.742285,-6.358767,1.161489,-6.75418,1.055252,-6.398525,1.238528,-7.778812,1.440977,-6.458638,1.835072,-6.329751,1.056009,-6.534287,1.203376,-6.399661,1.109945,-5.766254,1.125942,-6.449938,0.69126,-6.193136,1.087605,-6.564717,0.953096,-6.489808,1.549508
"2",2016-01-15,-19.27615,1.428235,-7.632453,1.699007,-6.743651,1.208168,-7.679832,2.365135,-5.474482,1.313921,-6.212066,1.34926,-5.396413,0.931211,-7.80568,1.262488,-6.545221,1.430685,-5.957496,1.403419,-6.318623,1.3613,-19.837384,1.346487,-5.926879,1.672653,-6.482025,1.443274,-6.986631,1.222319,-7.214184,1.547964,-6.562701,1.040697,-6.16502,1.531435,-6.791298,1.028605,-5.795029,1.315715,-6.117335,1.354538,-5.743373,1.467127,-6.789943,1.193684,-6.276346,1.052646,-5.485283,1.541516,-5.486997,1.092476,-6.329643,1.346668,-5.836905,0.65447,-6.353119,1.803107,-19.487462,1.450693,-6.75693,0.94395,-6.414639,1.130067,-7.51083,1.452795,-7.778332,1.869803,-6.108895,1.616353,-6.35375,2.306649,-7.961188,2.985352,-6.521112,0.870677,-6.330423,0.84534,-14.752945,6.005008,-6.519747,0.732229,-19.150634,1.767784,-6.730594,0.882345,-7.23591,1.021666,-6.361379,1.714054,-6.326896,1.079745,-6.463395,0.839855,-19.949121,4.9359,-6.355995,1.138736,-6.458048,1.105718,-5.664324,0.972019,-6.882266,1.098247,-17.099165,1.344289,-7.536508,1.505643,-6.396932,0.825977,-6.137472,1.34895,-6.508725,1.45526,-6.008563,0.987985,-6.546366,0.906517,-6.171045,1.420523,-7.077003,1.004985,-5.150091,1.492864,-6.063665,1.89034,-6.605113,1.355121,NA,NA,-5.856148,0.804705,-6.209712,1.099502,-19.048369,3.809872,-7.201659,1.208061,-7.017599,1.166552,-6.270333,5.83227,-6.1678,1.506284,-19.796653,1.401647,-6.957914,0.852854,-7.167106,1.359893,-5.739168,1.669154,-6.857015,1.001058,-5.9407,1.891611,-7.509456,1.627517,-6.94043,1.331003,-6.294283,1.026835,-5.744783,1.197245,-6.472875,0.999082,-6.517761,1.268276,-6.534167,1.598722,-14.82536,4.752008,-8.422505,1.300189,-6.32435,1.171218,-6.735498,1.169507,-7.006331,1.172722,-6.6286,1.083964,-6.239796,1.217518,-6.5618,2.057806,-7.097416,1.348959,-5.964016,1.023209,-6.764836,0.979833,-6.015509,1.048099,-6.836441,1.4911,-6.392384,0.914999,-5.539128,1.032294,-7.6014,0.868772,-6.014438,1.061872
"3",2016-01-27,-19.9167065,1.8158435,-6.8533235,1.832877,-7.4570605,1.1524935,-7.701556,2.6523245,-7.0960105,1.262144,-5.6256875,1.918818,-6.41516,1.493565,-7.7330875,1.0971795,-6.2521025,1.076905,-7.4589075,1.152248,-6.201028,1.213664,-19.364017,1.168463,-7.118218,1.475606,-7.916768,1.703147,-6.7290875,1.8525245,-7.6372945,1.544798,-7.096925,1.248318,-7.075542,1.637382,-6.437539,1.316222,-6.336808,1.465449,-6.219677,1.6825935,-5.7292,1.181413,-7.2148175,1.832415,-7.018667,1.0061425,-6.40159,1.135334,-5.456027,1.587948,-5.5626725,1.2376735,-5.76484,0.978778,-7.398907,1.126846,-21.0904595,1.534765,-5.990183,1.011812,-5.837407,1.4838875,-7.778069,1.26643,-7.494952,1.3808895,-6.533707,1.4594205,-7.4349415,3.3115165,-7.9696815,3.290597,-6.570728,1.0034215,-5.1896955,1.57225,-16.906679,6.155172,-6.4236745,0.9724705,-20.485381,1.782978,-7.2404915,1.218793,-7.631155,1.090585,-7.2381545,2.287722,-6.9056625,1.2381095,-6.8938265,1.2100155,-20.09984,5.1556095,-6.731319,1.628577,-6.992111,1.425165,-6.3133905,1.2508545,-6.718408,1.298489,-20.116636,1.8777745,-6.786112,1.398924,-6.598994,1.1748145,-5.851421,2.1201905,-7.3677095,1.716804,-6.3750905,1.2294695,-7.1103725,1.205324,-6.609748,1.232111,-7.036125,0.9309635,-6.5739825,1.383378,-7.506357,1.8427585,-6.6651815,0.997037,-7.041939,1.2637315,-6.543575,1.061136,-6.531366,1.320084,-20.266281,3.9173675,-6.6172195,1.2978515,-7.0745655,1.3586955,-5.4765315,5.8631185,-6.7466325,1.613275,-19.492802,1.7146315,-6.1760765,1.0891305,-5.2092645,1.558226,-7.1111275,1.460121,-6.1391705,0.980603,-6.024482,0.920841,-7.1246655,1.0143615,-6.203867,1.472654,-7.1709485,1.0440395,-7.378528,1.193225,-6.940676,1.2226185,-6.569132,0.869767,-5.82508,1.2102745,-15.9172655,4.9775295,-9.236837,1.5688815,-5.590604,2.313638,-7.112229,0.840812,-6.755014,0.835546,-7.116324,1.6525735,-7.033538,1.418517,-7.4605325,2.053692,-7.080412,1.3457245,-7.372733,1.211405,-6.6454115,0.9199025,-6.1986085,1.0725695,-7.1326975,1.1645425,-7.0331595,2.0570035,-6.6729465,1.0304145,-6.1948195,1.3791395,-6.5411915,1.5871925
"4",2016-02-08,-20.660726,1.564977,-7.596514,1.906356,-6.943973,0.846225,-7.457007,2.891729,-6.273445,1.432808,-6.528931,1.411006,-6.044155,1.173068,-7.791595,1.464189,-7.054499,0.884176,-5.584125,1.251816,-6.672792,1.421978,-20.384626,1.623174,-6.483182,1.472985,-7.733642,2.154812,-6.493796,0.99455,-7.898319,1.356733,-6.696537,1.239887,-7.633482,1.532789,-6.754688,1.112485,-5.831697,1.822881,-7.130892,1.337549,-5.705725,1.231056,-7.187548,1.265088,-6.391465,1.094298,-6.441613,1.001997,-6.96383,0.871287,-6.305678,1.280021,-6.480489,0.782376,-6.354362,1.370246,-18.603245,0.687062,-7.285303,1.456871,-6.301454,1.401533,-6.710075,1.848896,-7.361215,1.358914,-6.762276,1.058442,-8.290465,2.647788,-7.611946,3.283071,-6.793384,0.982086,-5.556414,0.893378,-15.98866,5.406796,-5.875222,0.768125,-20.02325,2.137605,-7.160251,1.104384,-7.328406,1.180156,-7.559044,1.112414,-6.428041,1.191263,-6.797735,1.486437,-19.149386,5.516655,-7.94947,1.307526,-7.117165,1.114769,-6.097481,1.478811,-6.297651,1.120665,-18.355314,1.370138,-6.611596,1.507937,-6.668485,1.100731,-6.584531,1.660102,-5.694178,2.054932,-6.39098,1.25406,-8.050599,0.919502,-6.830663,1.023786,-6.853809,0.88426,-6.986493,1.36007,-7.403442,1.23481,-6.596841,1.374484,NA,NA,-6.357996,0.89948,-6.597473,1.278989,-19.443262,3.354956,-6.794332,1.321166,-7.031727,1.137723,-6.470389,5.849733,-7.221512,1.560595,-20.332967,1.492578,-6.686248,0.903762,-6.299169,1.394626,-7.268892,1.573374,-6.414978,0.813997,-6.352625,0.66632,-7.266345,1.009313,-6.891523,1.587393,-6.740896,0.955095,-7.212209,1.17668,-7.448001,1.06256,-5.985678,1.290069,-7.504704,0.978911,-15.390512,5.343614,-8.809085,1.180634,-5.764983,1.601987,-6.353044,1.441878,-7.093693,0.860899,-7.055073,1.45765,-6.370859,1.384618,-7.138706,1.210075,-6.392429,1.745521,-6.48683,1.168226,-6.327388,0.777496,-6.240727,0.918392,-6.706489,1.006883,-6.116313,1.043918,-7.6736,1.298565,-7.166785,1.007573,-6.662468,1.757679
"5",2016-02-20,-20.966148,1.339215,-7.587618,2.02339,-6.452608,1.290789,-7.886533,3.090356,-7.025048,1.220481,-6.800793,1.245632,-6.516238,0.897537,-8.10386,1.188036,-6.397385,1.232238,-6.04509,1.230372,-6.520895,1.455285,-18.442233,1.444431,-6.927726,1.146896,-6.919212,1.702947,-6.300151,1.09652,-8.485627,1.844361,-6.510086,1.089708,-6.943365,1.532475,-6.550303,1.106052,-6.488204,1.419179,-6.731694,1.599998,-5.708615,0.986408,-6.766231,1.477313,-6.128096,1.398491,-6.917227,0.939731,-6.238345,1.40591,-6.920994,1.060096,-6.704684,0.9883,-6.188746,1.730364,-20.820837,1.111293,-6.925089,0.926027,-6.395825,1.449951,-7.342283,1.448817,-6.274888,1.61803,-6.093686,1.246616,-7.978724,3.070957,-7.985435,2.826462,-7.040611,1.241591,-6.469872,1.628378,-15.257304,5.76665,-6.042983,0.860819,-19.199544,1.718361,-6.53519,1.118865,-7.259728,0.960076,-7.091937,1.964253,-7.008705,1.186947,-6.601278,1.138719,-19.937745,5.393206,-7.067485,1.515875,-6.411088,1.385527,-6.006846,1.267997,-6.67258,1.021634,-18.907685,1.323013,-7.140078,1.784185,-6.173688,0.922406,-6.285961,1.952169,-5.856257,1.818997,-6.331457,1.442354,-7.214666,1.168891,-6.588189,1.49998,-7.102032,1.503069,-6.835138,1.102435,-7.909496,1.210579,-6.298193,1.373424,-7.264658,1.322279,-7.321225,1.311185,-6.152159,1.117549,-18.948151,3.476471,-6.983686,1.474179,-7.023687,0.85546,-7.162779,6.119945,-6.515628,1.731171,-20.895148,1.145152,-6.450588,0.999381,-5.96463,1.520703,-7.378372,1.135073,-7.209687,1.012495,-6.077479,1.557173,-7.173708,1.195748,-6.427145,1.521054,-6.11255,1.360628,-6.414253,1.40862,-7.165352,1.4259,-5.574901,0.994511,-6.080639,1.492683,-14.706961,5.864654,-8.026226,1.381297,-5.669414,1.387411,-6.715676,0.83385,-6.634923,0.979877,-7.183283,1.095277,-6.479436,1.111488,-6.776789,1.957299,-5.852936,2.097198,-6.611427,1.430313,-6.048637,0.833365,-6.70706,0.994884,-6.38785,1.234971,-6.746211,1.297184,-6.386085,1.187356,-6.513705,1.173843,-6.390945,1.144022
"6",2016-03-03,-19.604657,1.536352,-7.208326,2.219509,-7.325173,1.085545,-7.562061,2.730476,-7.088833,1.409227,-6.419844,1.25619,-7.284162,1.842299,-7.853964,1.388423,-6.990319,0.844925,-7.299048,1.054969,-6.766521,1.440702,-19.05066,1.167155,-6.790951,1.199557,-6.972075,1.757779,-6.656847,1.309374,-8.420804,1.760604,-7.764585,1.430617,-6.486598,1.406201,-6.488422,1.105163,-6.275566,2.177074,-6.607761,1.13406,-6.77964,1.571577,-7.037672,1.674354,-6.606406,1.178222,-6.353293,1.259491,-6.926468,1.198933,-7.15424,1.629065,-7.042529,0.844386,-7.239915,1.287405,-19.78807,0.859554,-6.980179,1.015586,-7.243508,1.596622,-7.317582,1.439275,-7.364737,1.658316,-6.356846,1.481486,-6.487422,2.174339,-6.783561,2.737698,-7.380023,1.418944,-7.240881,1.377712,-16.509811,6.054463,-6.674996,0.777308,-19.960625,1.695427,-7.950442,1.315975,-7.364582,1.429355,-7.523282,1.654777,-7.368472,1.266041,-6.731748,1.111101,-20.688241,4.893677,-8.283442,1.455595,-6.694882,1.553861,-6.251438,1.204914,-7.260201,0.965217,-18.342371,1.430507,-7.016222,1.812342,-7.644191,1.449702,-6.980574,1.47404,-6.358709,2.275675,-6.842277,2.222802,-7.74617,1.169959,-6.416651,1.820775,-6.766951,0.852668,-6.298141,1.170086,-7.969313,1.332302,-6.751645,1.784291,NA,NA,-7.58658,0.947721,-7.605066,1.223828,-19.185659,3.616419,-7.016675,1.365715,-6.845493,1.431301,-5.984447,6.105102,-8.062563,1.712971,-18.129033,1.463096,-7.087071,0.850893,-6.415539,1.693109,-7.089197,1.104055,-6.109387,0.964826,-6.107747,0.941274,-7.731912,0.937038,-6.172915,1.334881,-6.848208,0.890072,-7.044951,1.098796,-6.85705,0.734396,-6.665814,0.892662,-7.009295,0.937858,-15.704969,5.139793,-9.415871,1.350867,-6.414188,1.454625,-6.728362,0.890148,-7.033704,0.68407,-6.581931,1.282956,-6.832896,1.208888,-6.979668,1.355816,-5.972651,1.764387,-6.995526,1.058112,-7.098752,1.157854,-6.512696,1.114556,-7.399741,1.123748,-6.690292,0.993075,-7.270309,1.224414,-7.612706,0.857343,-6.704983,1.400757
"7",2016-03-27,-20.211586,1.722364,-7.513128,1.888853,-6.93674,1.341059,-7.677747,2.952055,-7.080137,1.190138,-6.775769,1.486745,-6.816357,1.357943,-7.760189,1.795981,-6.597371,1.666842,-6.555308,1.386781,-6.10614,1.357299,-19.822913,1.079922,-7.290743,0.992137,-7.568676,2.080993,-6.857533,1.208621,-8.228438,1.947371,-7.615095,1.36235,-6.915594,0.960757,-6.537057,1.495333,-6.385324,1.705529,-7.106504,1.382822,-6.744784,0.660083,-7.604583,0.936958,-7.534813,1.322792,-6.760954,1.184664,-6.925189,1.131638,-7.406943,1.425947,-7.107687,0.892212,-6.913463,1.04639,-20.615663,1.076939,-6.450594,0.955968,-6.294372,1.332461,-7.042656,1.728346,-6.691092,1.496269,-6.601769,0.939196,-7.277881,2.326245,-7.246856,2.371806,-6.609195,1.003139,-6.303737,0.935491,-17.157945,6.415222,-6.5489,0.759451,-20.349493,1.615978,-6.901164,1.709784,-7.642461,1.176159,-7.116552,1.499133,-7.766205,1.188195,-6.512014,1.032181,-18.324557,4.997506,-7.052772,1.648772,-7.482076,1.244785,-6.38679,1.011843,-7.518202,1.035126,-19.480017,1.397704,-6.823215,1.277662,-6.434991,1.409194,-6.176735,1.185177,-6.666333,1.99693,-6.699646,1.826622,-7.368904,1.193333,-6.801295,1.353891,-7.430542,1.084833,-5.668477,1.170495,-7.354661,1.58625,-7.04555,1.244814,NA,NA,-7.668704,1.376822,-7.363758,1.482706,-19.903167,3.351889,-6.823108,1.395162,-7.132919,1.243292,-6.921974,5.85283,-7.111251,1.490097,-21.039725,1.994874,-7.610613,1.163561,-6.779865,1.709668,-7.486634,1.327672,-6.955968,0.711736,-6.12063,1.039519,-7.264682,1.14159,-6.82367,1.183021,-5.946787,0.909957,-7.167751,1.11057,-7.796077,1.603364,-6.949652,0.820447,-6.601926,0.981365,-15.037954,5.429722,-9.777709,1.812766,-6.459119,1.671377,-7.021015,0.723548,-7.308512,0.649076,-7.245276,1.084905,-7.450117,0.972384,-7.585039,1.365862,-6.358152,1.409157,-6.074117,1.123627,-6.985718,0.942202,-6.389197,1.30788,-7.209799,1.01476,-6.891115,1.055368,-7.14053,1.260416,-6.36356,1.113339,-6.68518,1.288786
"8",2016-04-08,-19.957999,1.685909,-7.097565,1.593931,-7.217782,1.109696,-6.837103,2.715433,-6.982697,0.996997,-6.580493,1.320479,-6.58346,1.381322,-8.484397,1.435112,-7.17049,1.099705,-6.39321,1.37238,-7.326817,1.597173,-19.931813,1.299231,-7.482328,1.435862,-7.318266,1.60523,-6.793073,1.143849,-8.214298,2.316585,-7.331755,1.051715,-6.914064,1.041666,-6.504023,1.337712,-6.526347,2.182205,-8.113548,1.622665,-6.859845,1.067936,-7.406932,1.701266,-7.087884,1.001666,-6.855587,1.124599,-6.739351,1.147703,-7.827279,1.21731,-6.337187,0.750792,-7.278583,1.283738,-17.76473,1.267501,-7.725548,1.210111,-6.885412,1.209226,-6.099399,1.792545,-6.780225,1.509502,-6.366209,1.436572,-7.032717,2.578844,-7.288925,2.138672,-7.142593,0.860012,-6.670982,1.159806,-15.470974,5.69673,-5.697528,0.899335,-19.398252,2.017183,-7.449433,1.247855,-7.514666,1.01981,-8.261954,1.820748,-8.078618,0.96171,-6.734669,1.080891,-19.413137,5.356656,-7.291526,1.468661,-7.203534,1.082926,-6.20832,0.963324,-6.572555,1.331496,-17.985511,1.326564,-7.30669,1.380652,-6.89897,1.298069,-7.293265,1.630147,-6.36274,1.745342,-6.07972,1.479492,-7.202655,0.878968,-7.360134,1.378997,-7.296574,1.171852,-6.423001,1.341624,-6.86815,1.697606,-6.379477,1.551075,-7.476979,1.398965,-6.787723,1.177079,-7.362661,1.022447,-19.181676,3.703395,-6.854563,1.550816,-6.687238,1.530456,-6.652285,6.060616,-6.831601,1.359526,-18.852825,1.518383,-7.612766,1.159329,-5.393975,1.740465,-7.661895,1.284138,-6.797128,0.856642,-7.515433,1.000305,-7.456601,0.961288,-7.134277,1.235518,-7.318891,0.840759,-6.91929,0.979945,-7.093879,1.196579,-6.129819,1.463522,-7.021301,1.322041,-14.430655,4.743233,-8.558661,1.671215,-5.591634,1.569312,-5.959531,0.685825,-6.598609,0.892257,-6.673508,1.015001,-6.800811,1.213426,-7.263187,1.617092,-6.545284,1.539592,-6.202987,0.73595,-6.975008,0.746099,-7.181259,0.99644,-7.046477,1.394875,-6.78359,1.473698,-6.799576,1.307209,-7.419125,0.921256,-7.026201,1.047227
"9",2016-04-20,-20.418673,1.416104,-7.433974,1.493118,-7.176382,1.067757,-7.164884,2.532953,-7.573071,1.645665,-7.52741,1.32741,-7.545795,1.216416,-8.485685,1.544502,-6.710002,1.169443,-7.520752,2.066051,-7.293619,0.990271,-19.915924,1.41808,-7.759403,1.222327,-7.99202,1.397322,-6.85309,1.718995,-8.120959,1.306544,-7.549937,1.45588,-6.810055,1.101481,-7.670999,1.320246,-7.194827,1.421161,-7.641643,1.460168,-6.664303,1.189504,-7.332049,0.932493,-7.576244,1.304485,-7.809068,1.499514,-7.264804,0.863322,-7.576698,1.151672,-7.114921,0.887847,-6.649571,1.948659,-20.916272,0.865858,-7.338364,0.882242,-7.505242,1.072179,-7.088007,1.284519,-6.641359,1.421024,-6.08556,1.081379,-7.272245,1.835956,-7.027906,2.268767,-6.793454,1.387063,-7.008514,1.357824,-16.293727,5.507967,-6.497035,1.220924,-20.340356,2.014066,-7.894539,1.180364,-7.856539,1.175428,-7.836557,1.696199,-8.080249,0.773779,-6.896394,1.196507,-19.282844,5.187211,-7.639294,1.24325,-7.637155,1.200218,-6.201859,0.754308,-7.578607,1.480717,-17.849328,0.965946,-6.548396,1.537532,-7.376419,0.94057,-6.662613,1.489264,-7.484539,2.441968,-6.468011,1.681097,-7.580633,0.995716,-7.506072,1.383333,-7.792745,1.094261,-6.726543,1.774136,-7.167461,1.40172,-6.814923,1.400724,NA,NA,-7.653904,1.042906,-7.078071,1.396796,-19.183354,4.060915,-7.262012,1.569343,-6.759139,1.230241,-6.960362,5.614443,-7.542262,1.413752,-20.242519,1.532362,-7.20152,1.058492,-5.242675,2.166569,-7.823917,1.231184,-6.827928,0.922741,-6.803682,1.08826,-7.479272,1.073851,-6.785661,1.093135,-7.67781,0.745444,-7.18041,1.109558,-7.779306,1.653407,-6.80708,1.041682,-8.067273,0.751812,-15.187698,5.801234,-9.164171,1.905022,-5.982842,1.660914,-6.803531,1.022613,-7.355721,0.886258,-6.908935,1.328545,-6.950967,1.073519,-7.299494,1.939923,-6.626745,1.482297,-6.058166,1.364231,-7.278201,1.09143,-6.701587,0.987775,-7.24391,1.091256,-6.803272,1.1638,-8.104241,1.254548,-7.865881,0.934199,-7.545762,1.158582
"10",2016-05-02,-19.715058,1.339019,-6.847512,1.911105,-6.916065,1.45058,-6.929651,2.256195,-7.513565,1.015161,-7.021689,1.465412,-7.828934,1.457887,-8.835745,1.543214,-6.891969,1.714319,-6.570854,1.848715,-6.381893,1.062037,-19.301409,1.470197,-7.409589,1.223809,-7.598581,1.400248,-7.419842,1.614139,-7.955749,1.552623,-7.697884,0.910332,-7.149044,1.183828,-7.423309,1.276218,-6.134722,1.451825,-7.908673,1.117985,-7.214988,0.946475,-7.278002,1.654394,-7.259945,1.085768,-6.420619,1.358358,-6.799049,1.311592,-7.47847,1.25679,-7.30058,0.834513,-7.965956,1.831404,-20.45295,0.684712,-6.513223,0.939452,-7.035388,1.179477,-7.104553,1.398652,-6.831484,1.06668,-6.910531,1.262448,-7.108477,2.020186,-7.594898,2.013164,-7.083757,1.037623,-7.999736,1.100705,-15.29106,6.389138,-6.3711,0.903852,-18.899595,1.497484,-7.670453,0.967036,-8.067867,0.920518,-8.792098,2.335611,-7.895792,1.048446,-6.794377,1.292039,-19.926873,5.529151,-7.48329,1.449899,-6.914495,1.189511,-7.006298,1.220445,-7.669142,1.239888,-20.217046,1.208497,-7.044793,1.644572,-7.147384,1.108388,-6.511987,1.561696,-6.706544,2.395488,-6.732271,1.57862,-7.025518,0.892356,-6.646536,1.599519,-7.468412,0.991012,-6.110025,1.456532,-8.019125,1.486594,-6.896876,1.479978,-7.152378,1.451974,-7.270168,1.30831,-7.139581,0.930691,-17.785821,3.411349,-7.455749,1.325499,-6.847864,1.423059,-7.050257,6.336876,-6.677829,2.224296,-19.485102,1.83042,-6.671089,1.312048,-5.84499,1.632652,-7.9596,1.358151,-7.386584,0.969884,-6.940227,1.069967,-7.417242,1.44024,-6.923995,1.469116,-6.814794,1.082262,-7.20825,0.995996,-7.205248,1.458685,-6.218394,0.900945,-7.270073,0.791665,-15.040765,4.726036,-9.208972,1.414041,-6.968265,1.868147,-6.516099,1.299333,-7.453484,0.883827,-7.738454,0.805052,-6.493275,1.650203,-7.330214,1.581231,-6.991826,1.188505,-6.644943,1.338717,-7.422305,1.393102,-7.243081,0.855304,-7.651982,1.082449,-7.227303,1.236251,-7.763953,1.542373,-7.823808,0.831398,-7.178513,1.557502
