"","date","VH_hectareID_3","VH_sd_hectareID_3","VH_hectareID_5","VH_sd_hectareID_5","VH_hectareID_7","VH_sd_hectareID_7","VH_hectareID_8","VH_sd_hectareID_8","VH_hectareID_9","VH_sd_hectareID_9","VH_hectareID_10","VH_sd_hectareID_10","VH_hectareID_11","VH_sd_hectareID_11","VH_hectareID_17","VH_sd_hectareID_17","VH_hectareID_21","VH_sd_hectareID_21","VH_hectareID_23","VH_sd_hectareID_23","VH_hectareID_24","VH_sd_hectareID_24","VH_hectareID_25","VH_sd_hectareID_25","VH_hectareID_26","VH_sd_hectareID_26","VH_hectareID_27","VH_sd_hectareID_27","VH_hectareID_28","VH_sd_hectareID_28","VH_hectareID_29","VH_sd_hectareID_29","VH_hectareID_30","VH_sd_hectareID_30","VH_hectareID_31","VH_sd_hectareID_31","VH_hectareID_32","VH_sd_hectareID_32","VH_hectareID_33","VH_sd_hectareID_33","VH_hectareID_34","VH_sd_hectareID_34","VH_hectareID_35","VH_sd_hectareID_35","VH_hectareID_37","VH_sd_hectareID_37","VH_hectareID_39","VH_sd_hectareID_39","VH_hectareID_41","VH_sd_hectareID_41","VH_hectareID_42","VH_sd_hectareID_42","VH_hectareID_43","VH_sd_hectareID_43","VH_hectareID_44","VH_sd_hectareID_44","VH_hectareID_46","VH_sd_hectareID_46","VH_hectareID_47","VH_sd_hectareID_47","VH_hectareID_48","VH_sd_hectareID_48","VH_hectareID_50","VH_sd_hectareID_50","VH_hectareID_51","VH_sd_hectareID_51","VH_hectareID_53","VH_sd_hectareID_53","VH_hectareID_55","VH_sd_hectareID_55","VH_hectareID_56","VH_sd_hectareID_56","VH_hectareID_58","VH_sd_hectareID_58","VH_hectareID_59","VH_sd_hectareID_59","VH_hectareID_60","VH_sd_hectareID_60","VH_hectareID_61","VH_sd_hectareID_61","VH_hectareID_63","VH_sd_hectareID_63","VH_hectareID_64","VH_sd_hectareID_64","VH_hectareID_65","VH_sd_hectareID_65","VH_hectareID_66","VH_sd_hectareID_66","VH_hectareID_67","VH_sd_hectareID_67","VH_hectareID_68","VH_sd_hectareID_68","VH_hectareID_69","VH_sd_hectareID_69","VH_hectareID_71","VH_sd_hectareID_71","VH_hectareID_72","VH_sd_hectareID_72","VH_hectareID_75","VH_sd_hectareID_75","VH_hectareID_76","VH_sd_hectareID_76","VH_hectareID_77","VH_sd_hectareID_77","VH_hectareID_78","VH_sd_hectareID_78","VH_hectareID_79","VH_sd_hectareID_79","VH_hectareID_80","VH_sd_hectareID_80","VH_hectareID_81","VH_sd_hectareID_81","VH_hectareID_82","VH_sd_hectareID_82","VH_hectareID_85","VH_sd_hectareID_85","VH_hectareID_86","VH_sd_hectareID_86","VH_hectareID_87","VH_sd_hectareID_87","VH_hectareID_88","VH_sd_hectareID_88","VH_hectareID_89","VH_sd_hectareID_89","VH_hectareID_91","VH_sd_hectareID_91","VH_hectareID_92","VH_sd_hectareID_92","VH_hectareID_94","VH_sd_hectareID_94","VH_hectareID_96","VH_sd_hectareID_96","VH_hectareID_97","VH_sd_hectareID_97","VH_hectareID_98","VH_sd_hectareID_98","VH_hectareID_99","VH_sd_hectareID_99","VH_hectareID_101","VH_sd_hectareID_101","VH_hectareID_103","VH_sd_hectareID_103","VH_hectareID_108","VH_sd_hectareID_108","VH_hectareID_109","VH_sd_hectareID_109","VH_hectareID_110","VH_sd_hectareID_110","VH_hectareID_111","VH_sd_hectareID_111","VH_hectareID_112","VH_sd_hectareID_112","VH_hectareID_114","VH_sd_hectareID_114","VH_hectareID_115","VH_sd_hectareID_115","VH_hectareID_117","VH_sd_hectareID_117","VH_hectareID_118","VH_sd_hectareID_118","VH_hectareID_119","VH_sd_hectareID_119","VH_hectareID_120","VH_sd_hectareID_120","VH_hectareID_123","VH_sd_hectareID_123","VH_hectareID_124","VH_sd_hectareID_124","VH_hectareID_125","VH_sd_hectareID_125","VH_hectareID_126","VH_sd_hectareID_126","VH_hectareID_127","VH_sd_hectareID_127","VH_hectareID_131","VH_sd_hectareID_131","VH_hectareID_132","VH_sd_hectareID_132","VH_hectareID_133","VH_sd_hectareID_133","VH_hectareID_135","VH_sd_hectareID_135","VH_hectareID_136","VH_sd_hectareID_136","VH_hectareID_137","VH_sd_hectareID_137","VH_hectareID_138","VH_sd_hectareID_138","VH_hectareID_139","VH_sd_hectareID_139","VH_hectareID_140","VH_sd_hectareID_140","VH_hectareID_142","VH_sd_hectareID_142","VH_hectareID_143","VH_sd_hectareID_143","VH_hectareID_144","VH_sd_hectareID_144","VH_hectareID_146","VH_sd_hectareID_146","VH_hectareID_147","VH_sd_hectareID_147","VH_hectareID_148","VH_sd_hectareID_148"
"1",2016-01-03,-23.842712,2.03664,-12.996729,1.769512,-12.16768,0.917279,-12.683953,2.383547,-11.992038,0.768766,-11.512081,0.996805,-12.693973,1.043566,-13.366984,1.552555,-13.206011,1.782363,-12.293762,1.634899,-12.758666,1.149666,-23.467942,1.458288,-11.851993,1.113478,-12.316062,1.455691,-12.049542,1.616321,-11.275773,1.074893,-12.318144,1.367372,-12.153223,1.013997,-12.131858,1.215299,-12.223789,1.180517,-12.080271,1.306333,-12.220392,1.687446,-12.664428,0.989553,-12.820132,1.307933,-11.969123,1.527308,-12.036973,0.868494,-11.816573,1.553035,-12.838165,0.992977,-12.387913,1.287613,-25.868886,2.417651,-12.63222,0.934411,-13.19753,0.804786,-13.07532,1.396579,-11.56207,1.227064,-12.04054,1.29287,-12.978846,2.819431,-13.597011,3.337641,-12.482821,0.898073,-12.889307,1.424555,-20.207788,4.993972,-12.328373,0.683899,-24.02876,2.579497,-12.829649,1.197747,-12.894305,1.243127,-13.161772,1.039226,-13.188497,1.061108,-12.471932,0.778803,-23.451949,4.895518,-12.014123,1.862638,-11.940854,1.099275,-12.301361,1.003521,-13.098652,1.338368,-22.655569,1.583321,-12.340526,1.50094,-13.202909,0.927405,-12.342684,1.739931,-12.361515,2.164099,-12.050777,1.255904,-12.543793,0.791732,-11.845349,1.506402,-13.568549,1.016442,-11.559461,1.117933,-12.206663,1.111259,-12.740199,1.018759,NA,NA,-12.695647,0.962563,-11.971782,0.962455,-24.073417,3.490424,-12.000884,1.609229,-13.96029,1.300525,-13.573267,2.013206,-12.133432,1.953165,-24.544273,1.955122,-12.15151,0.678724,-11.583042,1.504966,-13.092331,1.160164,-12.760057,1.178991,-12.575706,0.895988,-12.798418,0.982145,-12.52689,0.641016,-12.570706,1.047965,-12.672064,0.985649,-12.579198,1.471575,-12.885665,1.081048,-13.490684,1.129659,-20.276543,4.783367,-13.277539,1.437293,-12.138906,1.27959,-11.57738,1.06879,-13.263274,1.309926,-11.956607,1.297968,-12.856466,1.185782,-13.089003,1.652012,-12.731306,1.158259,-12.544829,1.085861,-12.834446,0.672034,-12.257184,0.962724,-11.974138,1.53769,-13.129712,1.063457,-12.36149,1.197756,-11.928816,0.662237,-12.451725,1.338184
"2",2016-01-15,-24.463068,2.216934,-13.161196,1.883045,-11.630849,1.296631,-12.608314,2.653631,-12.287324,0.783213,-11.201318,0.971808,-11.987446,1.023752,-13.065616,1.314984,-13.835501,1.304156,-12.735295,1.139671,-13.266584,1.139747,-25.132862,1.54537,-11.279868,1.126424,-11.927982,1.482266,-12.331654,1.221519,-11.418413,1.187891,-12.645747,1.325864,-12.025517,1.559825,-12.199184,1.084002,-12.106922,1.473235,-11.331827,1.245765,-11.834308,1.222507,-12.078826,1.453023,-12.307181,1.327068,-11.728533,1.035385,-12.897806,1.145067,-12.076971,1.502354,-12.578915,0.84406,-13.173577,1.119966,-25.671166,2.315339,-11.824574,1.216165,-12.673442,1.214567,-13.721726,1.288369,-11.39474,1.608721,-11.952171,1.43667,-12.959027,2.712089,-12.165001,3.616277,-12.449216,1.14793,-12.258248,1.106,-20.726672,5.070356,-12.045592,1.046142,-23.390514,1.618708,-12.917256,1.078425,-13.890995,1.070729,-13.05753,1.756936,-12.295794,0.877035,-12.736825,1.383335,-23.08441,4.9331,-11.471628,1.642277,-11.676019,1.347449,-12.228373,0.782084,-13.028128,1.631745,-22.786374,1.739027,-13.0257,1.324208,-13.294194,0.98673,-12.734689,1.321008,-12.354053,2.243033,-12.179211,1.071753,-13.023514,0.764875,-10.964445,1.85894,-13.840223,1.039692,-12.293674,1.04209,-11.698551,1.593864,-12.589193,1.256758,NA,NA,-12.263168,1.159943,-12.289815,1.158026,-23.334818,3.14943,-12.632543,1.186554,-12.600909,0.917388,-13.470311,2.42551,-12.530887,1.538255,-24.285644,2.155754,-12.559607,0.756369,-12.580915,2.055897,-13.579854,1.225789,-12.618128,0.866751,-12.738312,0.866337,-12.926112,1.022084,-12.421514,0.701788,-10.974804,1.30883,-13.058015,0.806142,-11.414959,1.424993,-12.78358,1.122614,-13.242772,0.921187,-20.549068,5.852794,-12.956533,0.878561,-12.264408,1.326625,-12.537792,1.231164,-12.3981,1.189807,-12.304407,0.922576,-12.610458,1.593296,-12.669974,1.649789,-13.113166,1.331104,-11.724682,1.165921,-12.613891,0.998478,-11.706612,1.52126,-13.638846,1.548688,-13.284995,1.436292,-12.493944,1.537214,-12.457212,0.798284,-12.76286,1.219552
"3",2016-01-27,-24.50299,2.0117085,-13.077678,1.880636,-12.898668,1.2392875,-13.505707,2.0947865,-12.9046425,0.999946,-12.3017435,1.6876745,-13.594019,1.272556,-13.676996,2.166358,-13.176478,1.2351985,-12.7314935,0.961415,-14.2943245,1.0331205,-24.6982115,1.7364585,-12.6167615,1.4465565,-12.9013025,1.8213275,-13.0667415,1.618445,-12.219306,1.2134865,-13.4976145,0.982863,-12.552155,0.989314,-12.395698,0.958817,-12.316448,1.4728,-12.04181,2.0916565,-12.625109,1.3429455,-13.567603,1.33081,-12.873145,1.6400755,-13.2349325,1.304379,-12.3858015,0.9911045,-12.563352,1.194694,-12.687548,0.959295,-13.785082,1.127164,-24.1171335,2.1307455,-11.806996,1.1303625,-13.579941,1.356574,-13.0010345,1.618274,-11.748649,1.569804,-13.0006265,1.07569,-14.071235,2.38695,-12.5322685,3.787162,-12.242701,1.3778785,-12.702826,1.1607125,-21.3518575,5.7485305,-13.1857525,1.850952,-24.570351,1.890094,-13.20556,0.9048735,-14.1077735,1.05496,-14.205046,1.804775,-12.936589,1.003332,-12.258027,1.499939,-22.4095535,3.7393275,-12.7806155,2.2639925,-12.6077725,1.2043585,-12.3556015,1.0257235,-13.0139985,0.9833685,-24.313442,2.0394795,-13.4518385,1.6167775,-13.682708,1.1711765,-13.445009,1.39417,-12.619155,2.098955,-12.830618,1.056548,-14.267596,0.91989,-12.612072,1.0772495,-13.842479,1.3500855,-12.742342,1.0905995,-12.6997165,1.520872,-13.6438165,1.0037635,-14.006434,1.1781875,-13.4916545,1.459835,-13.266615,1.5005995,-22.525619,2.0698815,-12.782196,1.164948,-13.809837,1.286346,-14.0985735,3.227094,-12.612716,2.112567,-25.0224075,1.6117865,-13.247372,0.9737295,-12.2718265,1.64318,-13.4419625,1.118101,-14.4410545,1.355079,-12.0597325,1.149968,-13.937443,1.6926485,-13.572802,1.483261,-13.3348045,1.0700365,-12.7741045,0.7659815,-12.8713795,1.460868,-13.7936305,0.823655,-13.3474295,1.6035835,-21.5544085,4.7157505,-13.1003255,0.9425375,-12.468528,1.7213025,-12.935501,1.036992,-12.8732255,1.2822235,-12.8192025,1.993235,-12.542798,1.013496,-14.412277,1.712501,-12.600906,2.186216,-13.030678,1.1991385,-13.6136135,0.8742145,-13.044871,1.0808815,-13.2191715,1.1090415,-13.273425,1.136655,-13.6059375,1.249224,-12.2951445,0.8830425,-12.6012645,1.333756
"4",2016-02-08,-24.592355,2.071878,-13.796638,2.016478,-12.78692,1.193143,-13.473427,2.166491,-13.26868,1.289696,-12.346892,1.178608,-12.394347,1.169422,-14.709177,1.298338,-13.734999,1.184321,-13.393856,1.199101,-14.137564,1.098502,-24.906794,1.859269,-12.755264,1.263244,-13.277155,1.533966,-13.112106,1.510277,-13.586563,1.269994,-14.022357,1.504726,-13.232767,1.125821,-13.049516,0.599608,-12.657613,1.435788,-12.597225,1.372558,-12.676918,1.86185,-13.373679,0.962483,-13.576113,1.666976,-13.47752,1.385304,-12.957459,1.194543,-13.224075,0.939998,-13.104116,0.776353,-13.531699,1.72498,-24.735382,1.707543,-13.454532,1.105437,-12.638488,1.021755,-13.771664,1.552416,-11.727396,1.562511,-13.252262,1.423509,-13.920762,2.775533,-13.194504,3.644857,-13.289178,1.21059,-12.649957,0.905079,-20.785797,5.790912,-12.69659,1.213069,-25.601592,2.400488,-13.767945,1.216646,-14.303338,1.014647,-13.495207,0.890836,-13.269304,1.135701,-12.95788,0.859826,-23.041872,3.966611,-14.738972,1.531975,-13.022543,1.053596,-12.430657,0.933752,-13.122379,1.462857,-24.186937,2.050598,-12.758467,1.307804,-14.27232,0.65472,-12.729712,1.645948,-12.682793,2.40598,-12.743742,1.250623,-14.299948,0.893984,-12.960717,1.213369,-13.228036,1.11777,-12.508407,0.954982,-13.32745,0.943037,-13.01048,1.449216,NA,NA,-12.708392,1.463104,-13.38527,1.086057,-23.68267,3.365511,-13.601529,0.93181,-14.173011,1.101498,-14.719929,1.816239,-12.921161,1.51535,-25.21072,1.659176,-13.140313,0.901631,-12.626991,1.977959,-14.163644,1.430809,-13.668291,0.988301,-12.935408,0.633562,-13.922218,1.228828,-13.459483,1.136244,-13.509859,1.400746,-13.812054,1.051732,-12.266219,1.389979,-14.077452,1.253904,-14.099381,1.132879,-20.337844,4.644311,-13.568735,0.904322,-13.579194,0.992852,-12.620677,0.803301,-13.868029,1.30187,-12.973739,1.170615,-12.916492,1.11027,-13.347294,1.661667,-13.313918,1.382866,-12.667269,1.1675,-13.611277,1.167925,-12.990758,1.386601,-13.610616,0.939572,-13.002989,1.452694,-13.122956,1.13057,-13.109336,0.870076,-13.202666,1.114042
"5",2016-02-20,-24.509789,1.443158,-13.844762,2.073432,-12.989312,1.64247,-13.194658,2.522408,-13.117007,1.069088,-12.037067,1.306094,-12.708596,1.030094,-14.259295,1.548759,-13.570193,1.352017,-13.037884,1.047146,-13.227669,0.974692,-25.249973,1.666269,-12.779489,1.398039,-13.942542,1.896085,-12.1947,1.524846,-12.686128,1.769388,-13.658292,1.431365,-13.291571,0.960038,-12.6854,1.096458,-12.833799,1.179375,-13.043951,1.329457,-13.2779,0.890677,-13.586958,1.130814,-13.329015,1.08167,-13.296387,0.995054,-13.351283,0.860612,-13.205412,1.238201,-12.690184,0.779919,-13.389805,1.218518,-24.109204,1.885454,-13.012118,0.893632,-13.095151,0.943702,-12.928713,1.337001,-11.72918,1.758139,-12.834185,1.07017,-13.418375,2.808287,-13.107836,3.576227,-13.255098,1.012092,-12.865731,1.090944,-20.785547,4.699481,-12.677061,1.145328,-24.791959,1.891886,-13.263382,1.355489,-13.778576,1.262932,-14.014371,1.349232,-13.944899,0.894744,-13.117983,0.772344,-23.175666,4.684922,-13.664209,1.882436,-12.58254,1.345514,-12.049328,1.161769,-13.260468,0.903475,-23.709724,1.685109,-13.481282,1.908562,-13.372912,1.176473,-13.298977,1.646113,-12.717337,1.728771,-12.867461,1.181363,-13.18227,0.715763,-13.356942,1.076031,-14.533563,2.088244,-11.843939,1.393212,-13.587039,1.23027,-12.779959,1.134438,-13.79775,1.150476,-12.359115,1.3133,-13.015343,1.42268,-24.480482,3.407963,-12.583534,1.321873,-13.825532,0.828445,-14.144062,2.205859,-12.278278,1.861594,-25.177149,1.859634,-13.428184,0.963754,-12.017972,1.895763,-13.537747,1.620758,-14.147789,1.496201,-12.983664,0.958355,-13.586274,1.16379,-13.02537,1.181098,-13.152332,1.031795,-13.547088,1.127713,-12.666988,1.197802,-13.277104,0.790357,-13.589552,1.014686,-21.318424,4.833208,-14.981747,1.265869,-13.202385,1.673445,-13.009957,1.025329,-13.682868,0.863408,-13.287552,1.52851,-13.292282,1.232508,-14.100397,2.105827,-12.953327,2.18005,-12.93667,1.253962,-13.449997,0.921377,-12.922295,1.059563,-13.202948,1.032983,-13.540513,1.581135,-13.381419,0.893715,-13.197216,0.824724,-12.957923,1.295387
"6",2016-03-03,-24.207026,1.948152,-14.340697,1.767062,-13.051015,1.135261,-15.324977,2.511854,-13.29876,0.888749,-12.420347,1.535976,-12.763866,0.852321,-14.791387,1.655948,-14.014157,1.302817,-12.611089,1.329441,-13.763167,1.245388,-25.084978,2.198774,-12.95539,1.075879,-13.799756,1.440772,-12.744677,1.416054,-12.705381,2.274538,-13.866091,1.41025,-13.215522,1.095396,-13.790306,0.90784,-13.102023,1.635262,-12.242778,1.853872,-13.420793,1.171084,-13.522983,1.160818,-14.168007,1.169672,-12.698929,1.009687,-12.742807,0.821492,-13.629906,1.52751,-13.019145,0.715776,-13.646162,1.171374,-24.539568,1.679719,-13.713723,0.650741,-13.248731,1.232116,-13.60324,1.744591,-11.960231,1.43964,-13.084489,1.157901,-13.97276,2.390156,-14.320812,3.667509,-13.135176,1.100825,-12.635402,0.939817,-21.674638,5.366923,-12.449187,1.078529,-25.079809,1.789118,-14.267141,1.048025,-13.724878,1.40011,-13.47135,1.662966,-12.920411,1.010437,-13.08689,0.996371,-23.043447,4.760854,-14.051274,1.395499,-12.859927,1.332014,-12.840098,2.091241,-13.456638,1.046363,-23.722393,1.49711,-12.954277,1.241117,-14.135633,1.250656,-12.898311,1.472533,-12.986282,2.061623,-13.263852,1.293039,-14.215037,0.793343,-12.701781,1.170667,-13.950324,1.495337,-12.80427,0.911286,-13.208502,1.297432,-13.979604,0.931763,NA,NA,-13.592712,1.102743,-13.231123,1.17432,-24.572619,3.298156,-12.894513,0.929056,-13.449965,1.111637,-14.729069,2.083451,-13.285362,1.660102,-23.167219,1.642148,-13.328593,0.905651,-13.154862,1.61746,-13.927828,1.932439,-14.103542,1.21873,-12.63559,1.358687,-13.666324,0.922175,-12.73774,1.146778,-13.57051,1.176267,-13.555073,0.732499,-12.791827,1.107238,-13.674929,1.002709,-14.013263,1.046655,-20.575967,5.205468,-14.253805,1.78571,-12.626012,1.596503,-13.228524,0.890236,-14.278008,2.247931,-13.330869,1.386288,-12.262968,1.813853,-14.23559,1.578785,-13.590543,1.556034,-12.505091,1.656723,-13.513349,1.18343,-13.30669,1.234123,-12.880084,1.083759,-13.44401,1.502621,-13.759654,1.230631,-13.210892,0.96168,-12.767912,0.970779
"7",2016-03-27,-23.524333,1.854269,-13.479886,1.889491,-13.453308,1.268142,-14.046821,2.653249,-13.673311,0.743984,-13.261061,1.474722,-12.439466,1.31019,-15.513376,1.874371,-13.584891,1.291519,-12.909593,1.205205,-14.170852,1.032571,-25.51312,1.986465,-12.895334,1.271115,-13.345848,1.232036,-13.295118,1.217385,-13.762132,1.421772,-13.64533,1.210624,-13.637828,1.317046,-13.224092,1.115479,-12.443969,1.526331,-12.613749,1.976999,-13.292924,1.002496,-13.069484,1.342647,-13.645289,1.174425,-13.610723,1.260331,-13.885132,0.911979,-13.103402,1.114745,-13.036757,0.720328,-13.577475,1.265652,-26.479415,2.271584,-12.920438,0.793635,-13.482502,1.496684,-12.546491,1.689201,-12.009785,1.225438,-13.351874,1.117125,-14.214135,2.073442,-13.406702,3.069964,-13.009815,0.87643,-12.701464,1.510831,-22.106113,5.817306,-12.38799,0.889806,-25.155568,2.213013,-14.041611,1.072399,-13.590467,1.283449,-14.141013,1.604704,-13.177101,0.887279,-12.701767,0.869764,-23.558847,4.598256,-13.789319,1.471672,-12.80726,1.430902,-12.946594,1.010248,-13.66093,1.32588,-24.399552,2.028876,-13.294581,1.179963,-13.85858,0.827502,-13.270983,1.226898,-12.650834,1.841986,-13.46075,1.428105,-14.126618,0.703793,-12.953853,1.208675,-13.739714,1.531282,-13.303621,1.170982,-13.63634,1.614078,-13.983157,1.362291,NA,NA,-13.177354,1.136253,-13.230576,0.957032,-23.464453,2.911189,-12.734499,1.539787,-13.554907,0.861856,-14.326729,2.981819,-14.281863,2.169164,-24.580432,1.76532,-13.617385,0.877608,-12.404713,1.523191,-12.915109,1.106635,-13.422786,1.312989,-13.4884,1.101519,-13.358248,1.004132,-13.401113,0.966905,-13.141562,1.217268,-13.203247,1.002069,-13.305495,1.323068,-13.567808,1.202103,-13.643425,1.100199,-18.999536,5.249828,-14.60227,1.252021,-12.693119,1.815586,-12.452746,1.034793,-14.071628,0.919263,-13.84598,1.105847,-13.167411,1.496941,-14.368024,1.933991,-12.9814,1.401332,-12.913383,0.911046,-13.237028,1.317457,-13.516576,0.974551,-13.04779,1.02511,-13.641305,1.245492,-13.70855,1.500323,-13.45798,1.03139,-13.22985,0.958586
"8",2016-04-08,-24.249066,1.941346,-14.067413,2.079938,-13.774273,1.412126,-14.307971,2.446211,-14.014315,0.946582,-13.178294,1.380804,-12.51593,1.169579,-14.413298,1.423853,-14.021828,1.47499,-13.983592,1.176519,-13.918543,1.544547,-24.391912,1.459156,-13.265128,1.214666,-13.981462,1.396497,-13.675916,1.035532,-13.736364,1.653811,-13.358555,1.211185,-13.763331,1.487504,-13.766109,1.360645,-12.840885,1.651646,-13.339296,1.572887,-13.257631,1.253898,-13.466296,1.888163,-13.212087,0.954288,-12.97906,1.028366,-13.501161,1.193491,-14.021331,1.417187,-13.322972,1.096199,-13.852241,1.317432,-25.232603,1.591198,-12.836534,1.521574,-13.041421,1.053443,-13.362974,1.878838,-13.335442,1.115872,-13.050283,1.17441,-13.3717,2.690872,-12.718558,2.735868,-13.922459,1.173292,-12.577409,1.42365,-21.516801,5.576126,-12.94963,0.896698,-25.167057,2.213275,-14.22494,1.104309,-13.389771,1.675713,-14.111997,1.852909,-14.201312,1.178615,-13.478232,0.931229,-23.314155,4.345526,-14.215815,1.785088,-13.356494,1.30737,-12.856238,1.340067,-13.670074,1.51503,-23.884925,2.056123,-13.146884,1.148138,-13.609997,1.2529,-13.35486,1.398837,-13.5139,2.09427,-13.616174,1.072168,-13.556357,1.021416,-13.476939,2.051802,-13.362296,1.281955,-12.675256,1.288586,-13.356889,1.081687,-14.022725,1.060969,-14.141951,1.552574,-13.385966,0.793214,-13.08319,0.913854,-24.288723,2.973817,-13.517733,1.314315,-13.745062,1.291156,-15.145616,2.427799,-13.578459,1.769187,-24.597387,1.89371,-13.627791,0.812713,-12.538708,2.074746,-13.705501,1.043,-13.750837,1.288353,-13.236154,1.565926,-13.841855,1.650232,-13.120335,0.793307,-13.79189,1.171541,-13.077649,1.276744,-12.949527,1.21038,-13.283254,1.437744,-13.546526,0.795967,-19.074618,4.695037,-14.451763,1.143051,-12.323867,1.346521,-13.049591,1.024034,-12.729028,0.832098,-13.541145,1.249007,-13.659616,1.674427,-13.096882,1.60175,-13.292714,1.326831,-12.961071,1.04092,-13.109128,1.162761,-13.554032,1.033152,-13.050539,1.593822,-13.11675,0.949797,-14.151922,1.353707,-13.954651,0.729481,-12.834468,1.135992
"9",2016-04-20,-24.094766,1.917002,-14.402442,1.792591,-14.264098,1.199093,-13.565422,2.324761,-13.111525,0.935975,-13.36322,1.175975,-12.728781,0.884411,-14.426754,1.505067,-14.366433,1.122419,-13.612267,1.730772,-13.704576,1.080216,-25.378403,1.93159,-13.263698,1.355525,-13.792955,1.556997,-13.44649,0.985747,-14.380153,1.47548,-14.341906,1.278649,-14.146597,1.291815,-13.875943,1.064534,-12.407446,1.775005,-13.040984,1.912007,-12.515395,1.731975,-13.361963,1.138972,-13.582038,0.81536,-13.192318,1.161736,-13.755823,1.022167,-14.358807,1.955991,-13.581216,1.181693,-13.599843,1.3894,-24.966606,2.057693,-13.732237,1.084211,-13.117738,1.004432,-13.39914,1.905455,-11.858754,1.358782,-13.299573,1.035977,-13.76723,2.390879,-13.022024,2.147243,-13.670401,0.910708,-12.517289,1.17714,-21.448948,4.772395,-13.671351,1.183087,-25.949389,2.186872,-13.988937,1.061458,-13.919989,1.108595,-14.258333,1.978771,-13.733133,1.702184,-13.481428,0.956528,-22.556668,4.796696,-14.098745,1.21178,-13.403478,1.51858,-13.141237,1.358724,-13.679392,1.596195,-24.042173,1.967148,-14.082523,1.1525,-14.234993,0.895689,-13.42134,1.45963,-13.704757,1.652166,-13.298373,1.500118,-14.429366,1.120108,-13.556331,1.555479,-14.222256,1.688669,-13.983782,1.259962,-13.703287,1.444971,-14.556967,1.408122,NA,NA,-13.700279,0.730054,-13.976102,1.320184,-23.204259,2.739424,-14.144966,0.907667,-13.79673,1.273243,-14.543317,2.433333,-14.355133,1.7769,-25.223452,2.013863,-13.701488,0.958126,-12.847711,1.527564,-13.538674,1.826687,-13.668776,1.261595,-13.74415,1.024685,-13.916947,1.034252,-13.91806,0.888663,-13.465876,1.205903,-12.737777,1.458429,-13.546123,1.165279,-13.526936,1.136806,-14.00516,1.170496,-20.291307,5.170556,-13.827657,1.480068,-12.8543,1.461374,-13.098612,1.287282,-14.613931,0.823919,-13.516582,1.318493,-13.505318,1.984898,-13.667612,1.298617,-13.544746,1.880837,-12.960222,0.830504,-14.099758,1.075535,-13.728077,0.966779,-13.892407,1.256894,-14.062691,0.706682,-13.832444,0.940553,-13.537782,1.280386,-13.615334,1.596856
"10",2016-05-02,-23.984601,1.792657,-13.580008,2.075047,-12.798254,0.916973,-14.137873,2.037073,-12.982563,0.970731,-12.796694,1.270304,-12.091872,1.644409,-13.831892,1.745365,-13.822598,1.037845,-12.862586,1.43443,-13.493224,1.128194,-24.852309,1.557602,-13.151325,1.070427,-13.752939,1.446873,-13.008934,1.180229,-12.898181,1.338548,-13.545717,1.237407,-13.68255,1.096601,-13.609136,0.996551,-13.044068,2.016188,-12.015754,1.619885,-13.015116,1.320043,-12.653281,1.294538,-13.789037,1.085514,-12.670605,1.513112,-13.882616,1.035947,-14.099167,1.349678,-13.821908,1.227694,-13.842024,1.539029,-25.773871,1.971062,-13.345856,1.431534,-13.578775,1.233496,-13.74615,1.705078,-11.322168,1.426636,-12.662342,1.781232,-13.349833,2.153067,-13.274914,2.756208,-12.902231,1.331444,-12.397517,1.443034,-21.595383,5.25293,-13.320451,0.787116,-24.65902,1.854614,-13.351969,0.873809,-13.617804,1.196598,-13.560744,1.659262,-13.577065,1.426218,-12.796797,0.995172,-22.848054,4.279893,-13.526247,1.790827,-13.64837,1.404257,-13.574205,0.928486,-13.285997,1.706607,-24.032063,1.615062,-13.486408,1.229185,-13.798848,0.84142,-13.010541,1.312536,-12.906923,2.220186,-12.9839,1.301409,-14.638648,1.262173,-12.753534,1.293355,-13.608083,1.217856,-13.02705,1.410874,-13.464603,2.241236,-13.865503,1.209028,-13.541445,1.342232,-13.544489,0.967287,-12.917475,0.84492,-23.474401,2.565039,-13.17527,1.586641,-13.912344,1.255732,-14.572107,2.491976,-13.271632,1.833437,-25.051484,2.009265,-13.741356,1.013811,-12.438337,1.99026,-13.857551,1.71402,-14.083663,1.287896,-12.974456,0.807799,-12.99665,1.065103,-13.705921,0.817858,-13.736764,1.079802,-13.352614,0.962305,-13.233967,1.136529,-13.268364,0.963615,-13.762238,0.835988,-19.562092,5.427502,-14.420917,1.683849,-12.917801,1.102832,-12.550283,0.920395,-13.644805,0.76491,-13.69914,1.201246,-13.951722,1.20628,-13.226599,1.953547,-13.913361,1.730426,-12.323854,1.335855,-13.420603,1.267325,-12.608972,0.914305,-12.985349,1.319496,-13.840797,0.874627,-13.765261,1.626111,-13.485867,0.936938,-13.416704,1.190809
