"","date","VV_hectareID_27","VV_sd_hectareID_27","VV_hectareID_26","VV_sd_hectareID_26","VV_hectareID_17","VV_sd_hectareID_17","VV_hectareID_24","VV_sd_hectareID_24","VV_hectareID_09","VV_sd_hectareID_09","VV_hectareID_11","VV_sd_hectareID_11","VV_hectareID_31","VV_sd_hectareID_31","VV_hectareID_07","VV_sd_hectareID_07","VV_hectareID_08","VV_sd_hectareID_08","VV_hectareID_12","VV_sd_hectareID_12","VV_hectareID_24","VV_sd_hectareID_24","VV_hectareID_25","VV_sd_hectareID_25","VV_hectareID_28","VV_sd_hectareID_28","VV_hectareID_18","VV_sd_hectareID_18","VV_hectareID_03","VV_sd_hectareID_03","VV_hectareID_30","VV_sd_hectareID_30","VV_hectareID_14","VV_sd_hectareID_14","VV_hectareID_04","VV_sd_hectareID_04","VV_hectareID_06","VV_sd_hectareID_06","VV_hectareID_20","VV_sd_hectareID_20","VV_hectareID_23","VV_sd_hectareID_23","VV_hectareID_05","VV_sd_hectareID_05","VV_hectareID_16","VV_sd_hectareID_16","VV_hectareID_01","VV_sd_hectareID_01","VV_hectareID_21","VV_sd_hectareID_21","VV_hectareID_02","VV_sd_hectareID_02","VV_hectareID_15","VV_sd_hectareID_15","VV_hectareID_13","VV_sd_hectareID_13","VV_hectareID_22","VV_sd_hectareID_22","VV_hectareID_19","VV_sd_hectareID_19","VV_hectareID_10","VV_sd_hectareID_10","VV_hectareID_29","VV_sd_hectareID_29"
"1",2016-01-10,-6.467795,1.055443,-7.829914,2.413242,-7.66475,1.259899,-7.400145,0.895947,-7.06274,1.268077,-7.146123,1.096016,-6.603266,0.856268,-6.791623,1.520237,-6.198216,1.016649,-6.481804,1.031614,-7.181775,1.349864,-5.699828,0.87463,-6.849255,1.360177,-7.00998,1.134083,-7.089169,1.193474,-6.755574,0.86792,-7.049887,1.125092,-6.79289,1.082281,-7.034369,0.757841,-6.35651,1.036295,-7.288869,1.327173,-8.024586,1.323419,-7.107507,0.914439,-6.35361,1.646857,-6.729336,1.330599,-6.472407,1.882968,-7.890611,1.591141,-6.673044,1.096,-7.036643,1.149458,-7.55575,1.064556,-6.601769,0.913958,-6.576017,1.534222
"2",2016-01-22,-6.056788,0.878052,-8.333212,2.18646,-7.516623,1.209703,-6.891883,0.901176,-6.842283,1.518079,-6.303414,1.157801,-7.036528,0.754529,-6.325176,1.107825,-5.705341,1.230515,-6.484875,1.008682,-7.649308,1.214441,-6.458811,1.094544,-6.566857,1.086968,-6.668992,0.771958,-7.071448,1.421636,-6.479218,1.306167,-6.283415,1.208949,-6.476111,0.805842,-6.461897,1.305033,-6.444088,0.874372,-7.294306,1.458286,-7.164371,1.76451,-6.792565,0.965888,-6.121776,2.137025,-5.821881,1.16694,-5.790893,1.957867,-6.461279,1.049068,-7.313488,0.906553,-7.097295,1.09006,-7.709953,1.524024,-6.773166,0.915345,-6.390368,1.792385
"3",2016-02-03,-6.084676,1.2820795,-7.869216,1.616971,-7.315399,1.096963,-6.812186,0.9169195,-6.8976075,1.793095,-6.761346,1.0871685,-6.745758,0.7575325,-5.735199,1.616582,-6.5584835,1.1942705,-7.397627,1.2184785,-7.020233,1.783199,-6.6841125,1.158361,-7.350592,1.1840005,-7.290459,0.906269,-7.2905305,0.949168,-6.188889,0.7831845,-6.714913,1.619966,-6.1769145,1.2269625,-6.227531,1.072675,-6.397537,0.838553,-8.1004475,1.6335545,-7.18769,1.384825,-7.322505,0.648568,-6.6852105,1.747729,-6.7095005,1.207174,-6.875661,1.8663215,-7.149038,1.5750505,-7.156359,1.008835,-7.6514965,1.285962,-7.633719,1.3225135,-6.8749945,0.8401585,-7.8457875,1.3157145
"4",2016-02-15,-6.257651,1.060096,-8.045924,1.554799,-7.843213,1.758529,-7.168236,0.988676,-7.609349,2.020233,-6.981987,0.870956,-6.79803,0.949091,-6.893904,1.215348,-6.830976,1.058144,-6.707257,1.595579,-8.023629,2.009471,-6.89581,1.069673,-6.962458,0.997634,-6.255928,1.16007,-7.691339,1.131735,-7.453089,1.10425,-7.082814,1.094001,-6.629177,1.562033,-6.291026,0.817445,-6.732078,0.844754,-6.884373,1.465117,-6.957836,1.166604,-6.837991,0.741426,-6.791338,1.712095,-6.936876,0.920125,-6.63911,1.728231,-7.166489,1.257467,-7.129037,1.306499,-6.952356,0.865981,-7.540277,0.973393,-7.102886,1.273682,-7.327769,1.254339
"5",2016-02-27,-6.008528,1.709137,-7.695736,1.890388,-7.760127,1.094717,-7.325354,1.173153,-7.402598,2.205563,-7.057486,1.136848,-6.997562,1.08555,-7.047778,0.872033,-6.148343,1.364305,-6.698748,1.055535,-7.848921,1.343193,-6.687724,1.162118,-7.195981,1.16119,-7.736848,0.94033,-7.633568,0.843659,-6.856947,0.761444,-6.676801,1.339904,-6.799299,1.28559,-6.152128,0.817641,-6.014839,0.809632,-7.109695,1.461796,-7.427424,1.573915,-6.604294,0.823081,-6.950674,2.023926,-6.794542,1.040883,-7.042049,1.914567,-6.981088,1.614604,-7.835083,1.091077,-7.767794,0.940601,-7.102901,1.000816,-7.159419,1.406532,-7.107274,1.467112
"6",2016-03-10,-6.764075,1.351221,-8.213483,1.851906,-7.291008,1.023046,-7.025849,1.099412,-6.907375,1.769081,-7.177163,1.327265,-7.159082,0.924457,-6.580409,1.185758,-6.194215,1.556484,-7.025351,1.08927,-7.879359,1.377567,-7.744639,1.269179,-6.409614,1.365212,-7.43223,0.817595,-7.475865,0.984904,-7.052647,1.349983,-6.850318,1.189469,-6.452062,1.512182,-6.761652,0.968844,-5.960175,0.954803,-7.75557,1.816146,-8.123704,1.277681,-6.187695,1.289951,-7.783625,2.010941,-6.767421,0.916288,-6.899757,1.522914,-7.162277,1.125535,-6.513312,1.42516,-7.359337,0.923256,-7.669923,0.949213,-6.533959,1.500888,-7.596754,1.547481
"7",2016-04-03,-6.218643,1.377817,-7.865771,2.148942,-6.923483,1.122305,-7.696667,1.025689,-6.882892,1.524403,-6.985661,1.230318,-7.110825,1.010725,-6.145637,1.445596,-6.644891,0.987034,-6.488573,0.837448,-7.112098,1.277502,-7.015962,1.052646,-7.329899,1.4769,-6.697974,0.805031,-7.361449,1.013311,-6.66927,0.904847,-5.90312,2.141569,-6.513509,1.310272,-6.209911,0.879252,-6.586262,1.201884,-7.970075,1.86097,-7.791083,1.385516,-6.758591,0.773655,-6.202186,1.782536,-6.490638,0.847052,-6.258349,2.165729,-6.903851,1.296641,-6.419186,1.223098,-7.140181,0.796787,-6.89067,0.890586,-6.421264,1.005654,-6.986852,1.294162
"8",2016-04-15,-5.776541,1.32025,-7.699848,2.349425,-6.749789,0.898783,-7.978272,1.165987,-6.550684,2.055481,-7.071003,1.109747,-7.248598,0.85169,-6.725814,0.94449,-7.038786,0.900192,-6.926369,0.980559,-7.483074,1.170183,-6.209467,1.530293,-7.406003,1.576677,-6.0454,1.160197,-7.817174,1.083504,-7.391169,0.900453,-6.664071,1.282392,-6.426764,1.416078,-6.693933,1.187663,-6.670957,0.742614,-7.639051,1.238645,-7.6866,1.516515,-6.7726,1.444887,-6.901257,2.237997,-6.426869,1.074442,-6.173516,2.043547,-7.204147,1.537088,-7.360314,1.045083,-7.55309,0.859285,-6.643763,0.933696,-6.754764,1.15192,-6.841222,1.521615
"9",2016-04-27,-6.038585,1.254277,-7.036174,1.629842,-7.434692,1.381097,-7.310417,1.293345,-6.947909,2.390551,-7.172576,1.35217,-6.720367,1.05635,-6.95553,1.120535,-6.263934,0.759721,-7.390745,1.108111,-7.295745,1.032056,-6.422232,1.109191,-6.231493,1.146786,-6.65668,0.989994,-7.348834,1.514851,-6.888338,1.138531,-7.111854,1.488163,-5.920269,1.62146,-6.597107,0.852269,-6.832839,1.03432,-7.381555,1.475249,-8.177542,1.140305,-7.590042,1.130393,-6.265357,1.850654,-6.10441,0.915581,-6.096648,1.986924,-7.433136,1.449627,-6.951917,1.135207,-6.864225,0.953366,-7.054662,1.171611,-6.514843,1.086653,-6.819122,1.008863
"10",2016-05-09,-5.862344,1.46771,-7.390276,2.205253,-7.642362,1.070281,-7.531052,1.107023,-6.802691,1.968516,-7.611068,1.456759,-6.858792,0.958653,-7.079578,0.896824,-6.448213,0.974972,-6.978879,0.971129,-7.853599,1.476053,-6.401196,1.238587,-7.056627,1.277923,-6.577418,1.434179,-8.220491,1.3587,-6.896472,1.044386,-5.674037,1.674815,-6.708386,1.21978,-6.450058,0.968344,-6.050558,0.828971,-7.573496,1.236096,-8.106621,0.991256,-6.953895,0.834013,-6.921029,2.034939,-7.170228,0.912019,-5.924296,2.044813,-6.296861,1.48074,-6.955594,0.790648,-7.614751,0.711251,-7.392662,1.198657,-6.712819,1.285813,-6.665324,1.123503
